simulation time [sec],battery current [A],battery soc [%],Socket,Crimp,Coolant,Overmold
82,-384.38,0.43753,10.32148773,7.767145484,0.416853511,6.004014361
83,-402.17,0.43805,10.42610504,7.850265903,0.427151736,6.035322557
84,-349.42,0.4385,10.5448835,7.943673187,0.437506806,6.112701967
85,-413.89,0.43898,10.62151531,8.006716807,0.447946096,6.18208816
86,-353.17,0.43948,10.74936941,8.106786556,0.458485552,6.220962542
87,-376.88,0.43993,10.82776726,8.171221354,0.469076625,6.314009048
88,-409.76,0.44044,10.92393155,8.248523434,0.47977769,6.344420366
89,-344.08,0.4409,11.04674558,8.345122712,0.490531849,6.415620373
90,-409.62,0.44137,11.11704928,8.403876663,0.501359183,6.491108044
91,-360.74,0.44188,11.23880207,8.499814131,0.512289956,6.522553282
92,-364.08,0.44232,11.32048139,8.566886174,0.523263766,6.614061731
93,-417.72,0.44282,11.40430095,8.635542953,0.534339264,6.64799981
94,-340.02,0.44329,11.53168036,8.73569699,0.545470315,6.708003812
95,-397.65,0.44375,11.59670915,8.790902517,0.556659127,6.792121581
96,-383.89,0.44426,11.70599343,8.878091329,0.567955341,6.815902854
97,-346.21,0.4447,11.80347002,8.956815151,0.579287309,6.900829711
98,-416.5,0.44519,11.87162815,9.014418492,0.590705459,6.950483715
99,-347.23,0.44568,11.99566342,9.112399744,0.602196045,6.991460917
100,-372.34,0.44612,12.06362668,9.169962806,0.613725256,7.081132251
101,-412.69,0.44663,12.15020291,9.240993191,0.625356854,7.105143941
102,-335.28,0.44709,12.26956849,9.335743923,0.637026405,7.171896781
103,-401.76,0.44755,12.32764586,9.386305144,0.648755002,7.247047881
104,-372.24,0.44806,12.43681346,9.473778043,0.660579981,7.269346601
105,-348.42,0.4485,12.52149326,9.543627644,0.672430932,7.355130798
106,-417.05,0.44898,12.58776235,9.600221528,0.68436614,7.394439753
107,-340.65,0.44947,12.70878893,9.69638186,0.696357364,7.438577749
108,-377.19,0.44991,12.76853185,9.748356608,0.708383315,7.524802235
109,-405.82,0.45042,12.85548483,9.819998761,0.720506502,7.543955204
110,-335.95,0.45087,12.96551822,9.908349077,0.732656542,7.613363632
111,-405.93,0.45133,13.02067608,9.957131613,0.744864397,7.680177098
112,-359.04,0.45184,13.12999819,10.04504201,0.757156311,7.703937003
113,-354.69,0.45227,13.2011797,10.10546877,0.769469239,7.789517262
114,-416.17,0.45277,13.26875918,10.16332116,0.78186501,7.81832878
115,-335.23,0.45324,13.38569882,10.25684232,0.79429977,7.868233058
116,-388.57,0.45368,13.43830267,10.30396921,0.806769215,7.949008484
117,-382.32,0.45419,13.53112889,10.38015307,0.819329696,7.964984917
118,-342.5,0.45463,13.61845124,10.45240701,0.831907355,8.040731563
119,-412.27,0.45511,13.6750869,10.50254063,0.84454807,8.086849544
120,-340.71,0.45559,13.78665919,10.59236009,0.857245378,8.120794417
121,-373.91,0.45603,13.84119305,10.64104981,0.869963969,8.20414094
122,-400.28,0.45654,13.92033646,10.70752284,0.882766584,8.220740604
123,-336.9,0.45698,14.02049911,10.78920721,0.895587747,8.285356844
124,-405.94,0.45745,14.07118675,10.8352137,0.908455475,8.34665766
125,-348.18,0.45794,14.17539875,10.9198805,0.92139369,8.369550117
126,-365.75,0.45838,14.23343389,10.97125434,0.934345571,8.451780255
127,-407.28,0.45888,14.30433795,11.03193546,0.947372246,8.471813686
128,-335.08,0.45933,14.40855645,11.11669927,0.960420694,8.528485903
129,-401.49,0.45979,14.456071,11.16056773,0.973505505,8.596542816
130,-354.24,0.46029,14.55464043,11.24130994,0.986664686,8.614164928
131,-358.21,0.46072,14.61529068,11.29471709,0.999833149,8.69421088
132,-411.36,0.46122,14.67861092,11.3500681,1.013069201,8.717404606
133,-334.29,0.46168,14.7845077,11.43618341,1.026329291,8.766766887
134,-396.26,0.46213,14.829636,11.47846909,1.039616343,8.839388508
135,-361,0.46263,14.92201079,11.55487579,1.052978981,8.853288857
136,-353.12,0.46307,14.98594038,11.61078324,1.066347473,8.930042203
137,-411.58,0.46356,15.04365847,11.66222314,1.079775776,8.957388302
138,-335.29,0.46402,15.14796637,11.74732025,1.093231201,9.000607253
139,-393.04,0.46447,15.19202574,11.7889614,1.10670651,9.074660928
140,-356.94,0.46498,15.27997006,11.86229466,1.120254934,9.087212737
141,-355.24,0.46541,15.33909938,11.91485742,1.133807347,9.16108213
142,-409.63,0.4659,15.39667121,11.96630897,1.147413869,9.185892934
143,-334.3,0.46636,15.49758008,12.04906822,1.161041403,9.230173253
144,-395.57,0.46681,15.53924093,12.0890907,1.174688056,9.301148655
145,-355.39,0.46731,15.62758532,12.16282383,1.188403344,9.313173163
146,-359.07,0.46774,15.68386326,12.21343838,1.202119301,9.387689952
147,-404.22,0.46824,15.74262363,12.26585629,1.215889259,9.410032737
148,-336.96,0.46869,15.83723052,12.34417327,1.229676405,9.456411665
149,-399.18,0.46915,15.87910851,12.3844555,1.243483478,9.521526296
150,-346.28,0.46964,15.96880499,12.45926778,1.257351427,9.536296297
151,-372.3,0.47007,16.01671831,12.50394537,1.271219759,9.61083797
152,-381.17,0.47057,16.08400183,12.56261426,1.285143116,9.626529347
153,-349.35,0.47101,16.15796471,12.62612622,1.299073565,9.68267056
154,-402.04,0.47149,16.20719543,12.67180322,1.313033189,9.72713461
155,-344.66,0.47196,16.29769586,12.74728702,1.327029556,9.756628069
156,-393.54,0.47242,16.34283308,12.79005118,1.34103425,9.82568669
157,-353.59,0.47289,16.42558242,12.85997723,1.355094431,9.841539389
158,-383.74,0.47336,16.4766341,12.9070454,1.369158058,9.910149405
159,-372.74,0.47384,16.55074496,12.97077103,1.383268094,9.930989722
160,-380.53,0.47431,16.61577014,13.02796042,1.397388163,9.990571614
161,-380.08,0.47479,16.68663085,13.08938105,1.411544571,10.02650521
162,-380.74,0.47527,16.75678743,13.15031521,1.425726828,10.07713329
163,-381.51,0.47575,16.82712865,13.21140405,1.439941511,10.12101305
164,-380.97,0.47623,16.89774251,13.2727112,1.454187709,10.16790754
165,-381.32,0.47671,16.96758061,13.3334797,1.468465526,10.21376954
166,-380.84,0.47719,17.03735816,13.39422531,1.482775164,10.25946186
167,-380.8,0.47767,17.10641214,13.45446911,1.497115627,10.30519661
168,-380.49,0.47815,17.17509772,13.51446688,1.511486739,10.35034989
169,-380.27,0.47863,17.24320119,13.57406392,1.525887566,10.39547067
170,-380.08,0.47911,17.31079734,13.63331367,1.540317584,10.44015479
171,-379.8,0.47959,17.37791266,13.69223476,1.554776027,10.4846326
172,-379.71,0.48007,17.44447789,13.75077669,1.569262214,10.52882779
173,-379.62,0.48055,17.5106471,13.8090502,1.5837755,10.57271637
174,-379.54,0.48103,17.57642226,13.8670563,1.598315162,10.61643212
175,-379.43,0.48151,17.64181324,13.92480174,1.612880656,10.65991974
176,-379.33,0.48198,17.70679808,13.98227026,1.62747144,10.70321018
177,-379.22,0.48246,17.77138672,14.03946864,1.642086989,10.74627236
178,-379.11,0.48294,17.83557317,14.09639215,1.656726752,10.78912707
179,-378.99,0.48342,17.89935941,14.15304183,1.671390192,10.83176038
180,-378.86,0.4839,17.96273947,14.20941297,1.686076766,10.87417944
181,-378.73,0.48437,18.02570741,14.2655009,1.700785937,10.91637608
182,-378.6,0.48485,18.08826529,14.32130667,1.715517163,10.95834864
183,-378.46,0.48533,18.15041512,14.37683137,1.730269894,11.00009912
184,-378.33,0.48581,18.212151,14.43207032,1.745043588,11.04162799
185,-378.19,0.48628,18.27348293,14.48703035,1.759837704,11.08292995
186,-378.06,0.48676,18.33440497,14.54170678,1.7746517,11.12401495
187,-377.92,0.48724,18.39492708,14.59610642,1.789485043,11.16487368
188,-377.78,0.48771,18.45504334,14.65022459,1.804337197,11.20551777
189,-377.64,0.48819,18.51475575,14.70406237,1.819207641,11.2459372
190,-377.5,0.48866,18.57406633,14.75762083,1.834095846,11.28613749
191,-377.36,0.48914,18.63297707,14.81090102,1.849001288,11.32611762
192,-377.21,0.48962,18.69148997,14.86390401,1.863923448,11.36587929
193,-377.06,0.49009,18.74959909,14.91662514,1.87886181,11.40542308
194,-376.91,0.49057,18.80730645,14.96906548,1.893815864,11.44474364
195,-376.76,0.49104,18.86461405,15.02122612,1.908785092,11.48384454
196,-376.61,0.49152,18.92152389,15.07310812,1.923768983,11.52272557
197,-376.45,0.49199,18.97803796,15.12471254,1.938767028,11.56138811
198,-376.29,0.49247,19.03415033,15.17603475,1.953778722,11.59983286
199,-376.15,0.49294,19.08986302,15.22707583,1.968803566,11.63805445
200,-376.06,0.49342,19.1451938,15.27784825,1.983841054,11.67605645
201,-375.96,0.49389,19.200184,15.3283815,1.998890685,11.71385136
202,-375.84,0.49436,19.25482741,15.37867079,2.013951979,11.75146687
203,-375.73,0.49484,19.30910998,15.42870566,2.029024507,11.78888602
204,-375.62,0.49531,19.36304138,15.47849276,2.044107832,11.82610438
205,-375.51,0.49578,19.41662335,15.52803302,2.059201505,11.86313132
206,-375.4,0.49626,19.46985761,15.57732737,2.074305087,11.89996402
207,-375.29,0.49673,19.52274588,15.62637675,2.089418144,11.93660479
208,-375.17,0.4972,19.57528987,15.67518208,2.104540245,11.97305378
209,-375.06,0.49768,19.62748342,15.72373859,2.119670962,12.00931202
210,-374.94,0.49815,19.67933614,15.77205292,2.134809873,12.04537387
211,-374.9,0.49862,19.73084183,15.82012029,2.149956546,12.08124916
212,-374.88,0.4991,19.78206512,15.86798706,2.165110566,12.11692851
213,-374.83,0.49957,19.8330231,15.91566532,2.180271509,12.15246765
214,-374.78,0.50004,19.88369349,15.96313874,2.195439028,12.18785657
215,-374.73,0.50051,19.93407769,16.01040809,2.210612796,12.22308134
216,-374.67,0.50099,19.98417709,16.05747412,2.225792463,12.25814877
217,-374.61,0.50146,20.03398525,16.10433192,2.24097768,12.29305689
218,-374.54,0.50193,20.08350357,16.15098226,2.256168103,12.32780111
219,-374.47,0.5024,20.13272564,16.19742025,2.271363379,12.36238431
220,-374.4,0.50287,20.1816529,16.24364667,2.28656316,12.39679988
221,-374.32,0.50335,20.2302868,16.28966232,2.301767091,12.43105155
222,-374.24,0.50382,20.27862093,16.33546231,2.316974821,12.4651387
223,-374.16,0.50429,20.32665676,16.38104747,2.332185999,12.49905622
224,-374.07,0.50476,20.37439577,16.42641858,2.347400272,12.53280723
225,-373.98,0.50523,20.42183156,16.47157078,2.362617286,12.56639137
226,-373.89,0.50571,20.46896563,16.51650491,2.377836692,12.59980345
227,-373.78,0.50618,20.51579947,16.56122177,2.393058135,12.63304664
228,-373.67,0.50665,20.56231888,16.60571087,2.408281261,12.66612057
229,-373.56,0.50712,20.60852543,16.64997307,2.423505722,12.69901376
230,-373.44,0.50759,20.65442065,16.69400922,2.438731153,12.73173209
231,-373.33,0.50806,20.69999826,16.73781452,2.453957191,12.7642741
232,-373.21,0.50853,20.74526767,16.7813955,2.469183478,12.79663512
233,-373.09,0.509,20.79022257,16.82474737,2.48440965,12.82882447
234,-372.97,0.50947,20.83486454,16.86787098,2.499635353,12.86083293
235,-372.85,0.50994,20.87919512,16.91076721,2.51486023,12.89266542
236,-372.72,0.51041,20.92321586,16.95343692,2.530083924,12.9243209
237,-372.59,0.51088,20.96692049,16.99587533,2.545306083,12.95580083
238,-372.45,0.51135,21.01031059,17.03808331,2.560526358,12.98709934
239,-372.31,0.51182,21.0533799,17.08005611,2.575744392,13.01821994
240,-372.17,0.51229,21.09613004,17.12179462,2.590959833,13.04915591
241,-372.03,0.51276,21.13856259,17.16329975,2.606172322,13.07991116
242,-371.88,0.51323,21.18067916,17.20457238,2.621381505,13.11048511
243,-371.74,0.5137,21.22247352,17.24560778,2.636587028,13.14087906
244,-371.6,0.51417,21.26395509,17.28641248,2.651788542,13.17108724
245,-371.45,0.51464,21.30512542,17.32698738,2.666985693,13.20111944
246,-371.3,0.5151,21.34597829,17.36732771,2.682178136,13.23097258
247,-371.15,0.51557,21.38651529,17.4074344,2.697365531,13.26064272
248,-371,0.51604,21.42673801,17.44730833,2.712547532,13.29013261
249,-370.84,0.51651,21.46664803,17.4869504,2.727723796,13.31944215
250,-370.69,0.51698,21.50623913,17.52635589,2.742893982,13.34857243
251,-370.53,0.51744,21.54552071,17.56553132,2.758057754,13.37751779
252,-370.38,0.51791,21.58448655,17.60447197,2.773214767,13.40628796
253,-370.22,0.51838,21.623146,17.64318436,2.788364691,13.43487363
254,-370.06,0.51884,21.66149284,17.68166376,2.803507188,13.46328606
255,-369.9,0.51931,21.69952866,17.71991107,2.818641933,13.49151526
256,-369.74,0.51978,21.73725501,17.75792718,2.833768594,13.51956653
257,-369.57,0.52024,21.77467346,17.795713,2.848886843,13.5474387
258,-369.4,0.52071,21.81177781,17.83326381,2.863996354,13.5751333
259,-369.22,0.52117,21.84856966,17.87058053,2.879096805,13.60264451
260,-369.05,0.52164,21.88504285,17.90765848,2.894187866,13.62997585
261,-368.87,0.5221,21.92120673,17.94450418,2.909269213,13.65712069
262,-368.7,0.52257,21.95705514,17.98111295,2.924340514,13.68408916
263,-368.52,0.52303,21.99259741,18.0174913,2.939401448,13.71087181
264,-368.34,0.5235,22.02782737,18.05363453,2.95445169,13.73747994
265,-368.16,0.52396,22.06274661,18.08954358,2.969490926,13.76390363
266,-367.98,0.52443,22.09735671,18.12521936,2.984518837,13.79014814
267,-367.79,0.52489,22.13165925,18.16066278,2.999535105,13.81621232
268,-367.61,0.52535,22.16564807,18.19586917,3.014539415,13.84209774
269,-367.43,0.52582,22.1993325,18.23084505,3.029531458,13.86779859
270,-367.24,0.52628,22.23271408,18.2655913,3.044510916,13.89332462
271,-367.05,0.52674,22.26578665,18.30010327,3.059477482,13.91867279
272,-366.87,0.52721,22.2985518,18.33438189,3.074430855,13.94383922
273,-366.68,0.52767,22.33101879,18.36843361,3.089370727,13.96882664
274,-366.49,0.52813,22.36318146,18.40225379,3.10429679,13.99364116
275,-366.29,0.52859,22.39504136,18.43584332,3.119208752,14.01827506
276,-366.1,0.52906,22.42659237,18.46919758,3.134106311,14.04273266
277,-365.9,0.52952,22.45784374,18.50232304,3.148989172,14.06700703
278,-365.7,0.52998,22.48878934,18.53521505,3.16385703,14.09110836
279,-365.5,0.53044,22.51943075,18.56787455,3.178709593,14.11502722
280,-365.3,0.5309,22.54976954,18.60030245,3.193546565,14.13876868
281,-365.1,0.53136,22.57980725,18.63249967,3.208367649,14.16233169
282,-364.89,0.53182,22.60954544,18.66446713,3.223172555,14.18571775
283,-364.69,0.53228,22.63897801,18.69620021,3.237960993,14.2089273
284,-364.48,0.53274,22.66811417,18.72770536,3.252732676,14.23195505
285,-364.28,0.5332,22.69694783,18.75897798,3.267487312,14.2548105
286,-364.07,0.53366,22.72548817,18.79002451,3.282224619,14.27748454
287,-363.86,0.53412,22.75372909,18.82084033,3.296944312,14.29998824
288,-363.65,0.53458,22.78167212,18.85142635,3.311646114,14.32231183
289,-363.44,0.53504,22.80931883,18.88178351,3.326329744,14.34446051
290,-363.23,0.53549,22.83667073,18.91191271,3.340994923,14.36643315
291,-363.02,0.53595,22.86372937,18.94181486,3.355641375,14.3882313
292,-362.81,0.53641,22.89049625,18.97149087,3.370268827,14.40985537
293,-362.6,0.53687,22.91697291,19.00094164,3.384877008,14.43130623
294,-362.39,0.53732,22.94316083,19.03016808,3.39946565,14.45258458
295,-362.18,0.53778,22.96906153,19.05917107,3.414034489,14.47369116
296,-361.97,0.53824,22.99467649,19.08795152,3.42858326,14.49462671
297,-361.75,0.53869,23.0200072,19.11651032,3.443111705,14.51539196
298,-361.52,0.53915,23.04504756,19.14484287,3.457619565,14.53598763
299,-361.29,0.5396,23.06979148,19.17294461,3.472106586,14.55640834
300,-361.07,0.54006,23.09424054,19.20081647,3.486572507,14.57665132
301,-360.84,0.54052,23.11840385,19.22846486,3.50101706,14.59671883
302,-360.62,0.54097,23.14227534,19.25588521,3.515439982,14.61661709
303,-360.39,0.54142,23.1658641,19.2830839,3.52984102,14.63633843
304,-360.16,0.54188,23.18916405,19.31005637,3.544219914,14.65589326
305,-359.93,0.54233,23.21217672,19.33680353,3.558576416,14.67527212
306,-359.7,0.54279,23.2349036,19.36332631,3.572910274,14.69448007
307,-359.47,0.54324,23.25734622,19.38962561,3.587221235,14.71351604
308,-359.24,0.54369,23.27950605,19.41570234,3.60150905,14.73238155
309,-359,0.54415,23.3013846,19.4415574,3.615773475,14.75107699
310,-358.77,0.5446,23.32297581,19.46718626,3.630014264,14.76960325
311,-358.54,0.54505,23.34428873,19.49259527,3.644231178,14.78795494
312,-358.3,0.5455,23.36532482,19.51778533,3.658423969,14.80614146
313,-358.07,0.54595,23.38607804,19.54275191,3.672592401,14.82415987
314,-357.83,0.54641,23.40655738,19.56750133,3.686736241,14.84200641
315,-357.59,0.54686,23.4267568,19.59202906,3.700855249,14.85968976
316,-357.35,0.54731,23.44667777,19.61633602,3.714949197,14.87720123
317,-357.08,0.54776,23.46632177,19.6404231,3.72901785,14.89454555
318,-356.82,0.54821,23.48566782,19.66427499,3.743060977,14.91172176
319,-356.55,0.54866,23.50472499,19.68789807,3.757078348,14.92871322
320,-356.28,0.54911,23.52348736,19.71128789,3.77106971,14.94553414
321,-356.01,0.54956,23.54195651,19.73444541,3.785034821,14.96217358
322,-355.74,0.55,23.56013404,19.75737162,3.798973434,14.97863729
323,-355.5,0.55045,23.57802151,19.78006748,3.812885305,14.99492396
324,-355.27,0.5509,23.59564285,19.8025501,3.82677019,15.01103527
325,-355.04,0.55135,23.61300693,19.82482574,3.840627851,15.02698962
326,-354.8,0.5518,23.63011511,19.84689524,3.854458077,15.04278624
327,-354.55,0.55224,23.64696132,19.86875408,3.868260666,15.05842643
328,-354.32,0.55269,23.66353951,19.89039774,3.882035421,15.07390463
329,-354.09,0.55314,23.67986598,19.91183786,3.895782137,15.08921818
330,-353.86,0.55358,23.69594207,19.93307527,3.909500603,15.10438121
331,-353.62,0.55403,23.7117691,19.95411079,3.923190629,15.11938871
332,-353.39,0.55448,23.727341,19.9749399,3.936852025,15.13424373
333,-353.15,0.55492,23.74266653,19.9955688,3.950484605,15.14893998
334,-352.91,0.55537,23.75773959,20.01599297,3.964088174,15.16348706
335,-352.67,0.55581,23.77256155,20.03621325,3.977662551,15.17787589
336,-352.41,0.55626,23.78713374,20.05623048,3.991207547,15.19211128
337,-352.15,0.5567,23.80144272,20.07603482,4.004722975,15.20619216
338,-351.88,0.55714,23.81548991,20.09562718,4.01820865,15.22010805
339,-351.59,0.55759,23.82926936,20.11500309,4.031664374,15.2338644
340,-351.29,0.55803,23.84276777,20.13415284,4.045089949,15.24745398
341,-351,0.55847,23.85597933,20.15307206,4.058485172,15.26086903
342,-350.71,0.55892,23.86891298,20.17176706,4.071849826,15.27410802
343,-350.41,0.55936,23.88157025,20.19023879,4.085183687,15.28717864
344,-350.12,0.5598,23.89394532,20.20848291,4.098486543,15.30007876
345,-349.82,0.56024,23.90604709,20.22650569,4.111758183,15.31280445
346,-349.53,0.56068,23.91786974,20.24430278,4.124998391,15.32536441
347,-349.23,0.56112,23.92942214,20.26188044,4.138206964,15.33775014
348,-348.93,0.56156,23.94069846,20.27923434,4.151383688,15.34997226
349,-348.63,0.562,23.95170024,20.29636542,4.164528365,15.36202145
350,-348.33,0.56244,23.962429,20.31327466,4.177640789,15.37390277
351,-348.04,0.56288,23.97288627,20.32996301,4.190720755,15.38561517
352,-347.74,0.56332,23.98308084,20.3464367,4.203768062,15.3971602
353,-347.44,0.56376,23.9930069,20.36269137,4.216782512,15.40854418
354,-347.14,0.5642,24.00266592,20.37872798,4.229763917,15.41975962
355,-346.84,0.56463,24.01205941,20.39454747,4.242712083,15.43081076
356,-346.54,0.56507,24.02118884,20.41015078,4.255626817,15.4416969
357,-346.19,0.56551,24.0300557,20.42553885,4.268507931,15.45241941
358,-345.83,0.56594,24.03862514,20.44068639,4.281355238,15.46297878
359,-345.46,0.56638,24.04689163,20.45558925,4.294168553,15.47334664
360,-345.06,0.56681,24.05484967,20.47024329,4.306947652,15.48353038
361,-344.66,0.56725,24.06247933,20.48463397,4.319692306,15.49352233
362,-344.27,0.56768,24.06978256,20.4987625,4.33240228,15.50330953
363,-343.88,0.56812,24.0767685,20.51263531,4.345077318,15.51289887
364,-343.5,0.56855,24.08343902,20.52625358,4.357717164,15.52229465
365,-343.11,0.56898,24.08980317,20.53962368,4.370321577,15.53149639
366,-342.73,0.56942,24.09585555,20.55274155,4.382890317,15.54051144
367,-342.35,0.56985,24.10160519,20.56561355,4.395423155,15.54933222
368,-341.97,0.57028,24.10705387,20.5782408,4.407919859,15.55796903
369,-341.58,0.57071,24.11220336,20.59062443,4.420380205,15.56641883
370,-341.2,0.57114,24.11704825,20.60276038,4.432803973,15.57468419
371,-340.81,0.57157,24.1215975,20.61465498,4.445190947,15.58275953
372,-340.42,0.572,24.12584571,20.62630416,4.457540904,15.59065428
373,-340.03,0.57243,24.12979466,20.63770908,4.469853633,15.59835999
374,-339.64,0.57286,24.13344614,20.64887086,4.482128916,15.60588152
375,-339.26,0.57329,24.1368019,20.65979063,4.49436654,15.61321812
376,-338.88,0.57371,24.13987083,20.67047466,4.506566293,15.6203714
377,-338.5,0.57414,24.14265462,20.68092404,4.518727966,15.62734769
378,-338.11,0.57457,24.14515497,20.69113985,4.530851363,15.63414557
379,-337.73,0.57499,24.14736647,20.70111806,4.542936287,15.64076687
380,-337.34,0.57542,24.14929792,20.7108649,4.554982547,15.64720635
381,-336.95,0.57584,24.15094393,20.72037632,4.566989944,15.65347319
382,-336.56,0.57627,24.1523062,20.72965343,4.578958291,15.65955905
383,-336.16,0.57669,24.15338643,20.73869733,4.590887396,15.66546871
384,-335.76,0.57712,24.15417927,20.74750402,4.602777068,15.67120139
385,-335.35,0.57754,24.15468645,20.75607462,4.614627119,15.676753
386,-334.94,0.57796,24.15490267,20.76440518,4.626437357,15.68212655
387,-334.53,0.57838,24.15482969,20.77249682,4.638207591,15.68731638
